,code,target_date,min_distance,min_s_distance,min_l_p_distance,min_l_p_v_distance,min_distance_name,matching_period
174,002462,20260119,113.11047231354823,359.7221491084223,2.6321210241105315,11.010478184470985,中信证券-20240708-20240730,['20251224']-['20260119']
342,600282,20260119,113.15730824248224,288.36193654448147,64.77083386656216,18.043692797922894,瑞达期货-20251020-20251107,['20251226']-['20260119']
401,301153,20260119,113.459912109475,328.8965507716333,37.27881347370155,9.01825708968637,航天发展-20251017-20251112,['20251222']-['20260119']
397,301345,20260119,113.60103993079255,337.9574952417424,14.901589588152955,19.358286204559892,瑞达期货-20251020-20251107,['20251226']-['20260119']
155,300741,20260119,113.72905923844148,292.7783829887558,67.02958708804269,14.466670538504818,瑞达期货-20251020-20251107,['20251226']-['20260119']
296,002394,20260119,113.81010976832017,287.05413479145443,66.7023639026553,19.207900400218147,瑞达期货-20251020-20251107,['20251226']-['20260119']
318,600730,20260119,114.1146575091039,338.8394165543414,16.626189021680126,18.687439590743608,瑞达期货-20251020-20251107,['20251226']-['20260119']
210,300997,20260119,114.32094693257966,266.50588146298605,78.32668016199659,27.177946112712217,瑞达期货-20251020-20251107,['20251226']-['20260119']
301,600337,20260119,114.88482330525147,266.979438702202,84.18315384933851,23.84011384947329,瑞达期货-20251020-20251107,['20251212']-['20260119']
242,603698,20260119,115.37986716207783,359.9667144330238,6.80257372038637,13.372701790136922,微芯生物-20250527-20250620,['20251223']-['20260119']
164,600819,20260119,115.58739840922824,328.64854723352613,36.959022727323344,14.762818552433503,瑞达期货-20251020-20251107,['20251226']-['20260119']
132,000688,20260119,115.65507168853621,277.84475587727167,78.39227683226403,21.959904689188757,瑞达期货-20251020-20251107,['20251226']-['20260119']
87,600110,20260119,115.7646744769801,279.2582511359556,84.60498831148591,16.514256606869136,瑞达期货-20251020-20251107,['20251226']-['20260119']
290,601933,20260119,115.86539184348914,346.9397383479391,15.28315814863185,17.99630723629462,瑞达期货-20251020-20251107,['20251226']-['20260119']
249,002285,20260119,115.99088078965556,343.3110576097355,15.778123353146828,20.66031625197718,瑞达期货-20251020-20251107,['20251226']-['20260119']
17,300123,20260119,116.00935509809062,322.467901291298,30.732889186027336,25.12279488723255,瑞达期货-20251020-20251107,['20251226']-['20260119']
226,600829,20260119,116.10129150167329,355.4451107819749,13.324007337438529,13.676390164623179,中铝国际-20250923-20251020,['20251229']-['20260119']
294,600783,20260119,116.38161844486174,366.3143015672087,6.7984554035725235,11.119478384068454,微芯生物-20250527-20250620,['20251223']-['20260119']
165,600776,20260119,116.49207815223669,363.95380369940784,7.865834774375522,12.36546652525423,微芯生物-20250527-20250620,['20251223']-['20260119']
47,300322,20260119,116.8789412569925,354.7340119800247,12.64897558757466,16.660112466781705,瑞达期货-20251020-20251107,['20251226']-['20260119']
211,300559,20260119,116.93252670401272,285.7904525375322,79.15755074744477,18.620314296299085,瑞达期货-20251020-20251107,['20251226']-['20260119']
116,300430,20260119,117.54854379473255,361.407569783039,16.60456171602539,10.362260862533097,光电股份-20250612-20250710,['20251218']-['20260119']
79,600307,20260119,117.57910394888422,354.73911050921197,18.017484861801794,14.380313343950235,瑞达期货-20251020-20251107,['20251226']-['20260119']
39,300337,20260119,117.67337553873737,326.12407543140597,33.72507472214124,24.29657623168304,瑞达期货-20251020-20251107,['20251226']-['20260119']
117,688114,20260119,117.76456996922481,367.26810846825964,10.08523492945076,11.3964173747792,中信证券-20240708-20240730,['20251224']-['20260119']
36,000166,20260119,117.82495194454019,344.6556715149285,28.666091270240646,14.571057772473644,瑞达期货-20251020-20251107,['20251226']-['20260119']
255,600151,20260119,117.93113785988558,349.43283730455477,11.023758112359332,24.485398087028354,瑞达期货-20251020-20251107,['20251226']-['20260119']
199,002240,20260119,118.16097494518263,280.5399823373274,83.03390731406127,22.722020124415113,瑞达期货-20251020-20251107,['20251226']-['20260119']
186,605369,20260119,118.29516072188365,300.02453250180884,74.37794237404846,14.936045647816155,瑞达期货-20251020-20251107,['20251226']-['20260119']
184,600826,20260119,118.38510814301651,372.8386473304333,9.971372283113515,8.855255647381206,中铝国际-20250923-20251020,['20251229']-['20260119']
214,600009,20260119,118.4609161875814,310.000994163622,62.88142686049324,16.490474700867072,瑞达期货-20251020-20251107,['20251226']-['20260119']
358,688435,20260119,118.74658789566303,326.25612681670304,41.50085130452007,21.04873614824022,瑞达期货-20251020-20251107,['20251226']-['20260119']
384,600118,20260119,118.8537454001087,365.7424537237706,7.305912389490796,17.348088915325725,微芯生物-20250527-20250620,['20251223']-['20260119']
96,300250,20260119,118.99401247345733,334.7475887159775,32.53580182941098,22.02248827460198,瑞达期货-20251020-20251107,['20251226']-['20260119']
335,600490,20260119,119.35792413859905,285.7333265020457,89.47490475641621,16.988636902651155,瑞达期货-20251020-20251107,['20251226']-['20260119']
250,002291,20260119,119.63909180830737,350.05831143813884,35.34474787687373,10.045435034508996,航天发展-20251017-20251112,['20251222']-['20260119']
20,000762,20260119,119.9022101108458,319.00127081580456,55.057575966169765,19.2113901906338,瑞达期货-20251020-20251107,['20251226']-['20260119']
309,002197,20260119,120.10363474982148,378.63461408357966,8.124517530767466,10.189738163793375,华纳药厂-20250409-20250512,['20251217']-['20260119']
120,688538,20260119,120.23442526531319,346.0334757469381,35.003924237237676,14.808013175151157,瑞达期货-20251020-20251107,['20251226']-['20260119']
270,600755,20260119,120.55092164342716,362.26633281731847,27.350178218696,9.164920831557046,航天发展-20251017-20251112,['20251222']-['20260119']
10,002766,20260119,120.56536403693252,361.9897755464857,17.193033793643707,17.02630308723424,瑞达期货-20251020-20251107,['20251226']-['20260119']
209,300940,20260119,120.61984706276483,316.34980790222784,61.54222657146997,18.13059180163872,瑞达期货-20251020-20251107,['20251226']-['20260119']
131,603680,20260119,120.96659940810065,334.4212068480726,45.80659868153837,17.245644373043415,瑞达期货-20251020-20251107,['20251226']-['20260119']
261,300991,20260119,121.46909294638998,372.4046718205442,10.95061556436668,16.156266827291837,航天发展-20251017-20251112,['20251222']-['20260119']
280,600345,20260119,121.57811523688567,315.2800006054612,64.04532884534618,19.451291004108647,瑞达期货-20251020-20251107,['20251226']-['20260119']
171,601318,20260119,121.5828975998774,375.89993593536553,7.928953369694659,16.08557702089838,瑞达期货-20251020-20251107,['20251226']-['20260119']
320,300909,20260119,121.80869562076386,367.07504930584594,7.931159522118818,23.26708243093608,华纳药厂-20250409-20250512,['20251218']-['20260119']
91,002038,20260119,122.07697908689099,374.24891782916063,17.390571200329035,11.462830945110197,中铝国际-20250923-20251020,['20251229']-['20260119']
239,301330,20260119,122.44286808857356,384.19586833368083,7.736926826326664,12.157573851428305,华纳药厂-20250409-20250512,['20251218']-['20260119']
16,300137,20260119,122.58047159315495,326.15755342821984,58.14356994876287,18.22533645015034,瑞达期货-20251020-20251107,['20251226']-['20260119']
274,000917,20260119,122.61530603341697,366.18291208220865,18.393473581147735,18.105975836025152,瑞达期货-20251020-20251107,['20251226']-['20260119']
351,300887,20260119,123.00510461628464,375.957793000493,20.218766763472658,10.380341717737377,微芯生物-20250527-20250620,['20251223']-['20260119']
362,600330,20260119,123.0066467372994,360.25953594062474,23.96174440370845,19.350656584998625,航天发展-20251017-20251112,['20251222']-['20260119']
60,002774,20260119,123.4881221568139,328.0054303709427,61.31640438606338,16.728929324280205,瑞达期货-20251020-20251107,['20251226']-['20260119']
194,300955,20260119,123.55695081305433,376.1821268246763,9.72692668355159,19.46058690146489,华纳药厂-20250409-20250512,['20251211']-['20260119']
25,300269,20260119,123.84480564293685,339.9900739212273,47.941706023423734,18.663179148853867,瑞达期货-20251020-20251107,['20251226']-['20260119']
158,301517,20260119,123.89018183295244,370.3597712376656,14.235301853630945,21.279149763908695,瑞达期货-20251020-20251107,['20251226']-['20260119']
12,300446,20260119,124.63309244886207,357.46981976886616,32.14745193669554,19.369777342983927,瑞达期货-20251020-20251107,['20251226']-['20260119']
392,300885,20260119,125.05354225814085,379.25273406205037,9.197001102542103,21.296554271907755,航天发展-20251017-20251112,['20251222']-['20260119']
179,603123,20260119,125.53116948919262,352.6124195980525,44.634658115356665,15.892615437924704,瑞达期货-20251020-20251107,['20251226']-['20260119']
310,002829,20260119,125.7606126062106,322.94873335702994,74.50308721191189,16.312666088820137,瑞达期货-20251020-20251107,['20251226']-['20260119']
115,001231,20260119,126.32561902765973,393.68261950769755,13.485852028512967,10.437693916991424,华纳药厂-20250409-20250512,['20251218']-['20260119']
143,300619,20260119,126.37072250763217,391.50042092791165,7.85806669697157,16.40794055041802,华纳药厂-20250409-20250512,['20251218']-['20260119']
350,002966,20260119,126.38522522780507,361.0223946220034,39.46072081362675,15.600726492790052,瑞达期货-20251020-20251107,['20251226']-['20260119']
119,001379,20260119,126.75748425085084,363.60582573377934,31.44407201764026,20.6062873135624,瑞达期货-20251020-20251107,['20251226']-['20260119']
204,002255,20260119,127.6291138535579,329.07395780464856,67.62269935579924,21.55029176355892,瑞达期货-20251020-20251107,['20251226']-['20260119']
83,600105,20260119,128.26518597683082,353.5025143159472,42.01554916385228,24.024417332227426,瑞达期货-20251020-20251107,['20251226']-['20260119']
307,300937,20260119,128.5914273137483,365.6292642528758,32.37580217737122,22.974768461685535,瑞达期货-20251020-20251107,['20251226']-['20260119']
102,300586,20260119,128.67636688727288,403.38286519219434,6.315425971996043,14.417198845039398,华纳药厂-20250409-20250512,['20251218']-['20260119']
192,600775,20260119,128.801606254442,369.2630982423105,47.463148457452014,9.459330611283086,光电股份-20250612-20250710,['20251218']-['20260119']
45,002572,20260119,129.17094912424102,400.93101722016974,15.060301971729642,10.933883416677991,航天发展-20251017-20251112,['20251222']-['20260119']
137,601068,20260119,129.8944808365977,352.3051830186404,55.75426306639545,18.69161752771737,瑞达期货-20251020-20251107,['20251226']-['20260119']
247,600408,20260119,130.27465702666615,347.4447827554151,58.18486887222066,21.464403845938584,瑞达期货-20251020-20251107,['20251226']-['20260119']
233,301136,20260119,130.3482521324508,387.8430776276792,11.490062788921573,26.370775018676458,瑞达期货-20251020-20251107,['20251226']-['20260119']
363,301232,20260119,131.46458533733295,405.77162607740786,5.1093315695984165,20.500745108077663,微芯生物-20250527-20250620,['20251223']-['20260119']
299,603979,20260119,131.68379945864103,340.06154772557875,68.96655543091755,22.43842127923038,瑞达期货-20251020-20251107,['20251226']-['20260119']
197,300612,20260119,131.72822412935227,412.1420802845185,8.646441904483716,13.72916868162901,航天发展-20251017-20251112,['20251222']-['20260119']
275,601107,20260119,132.24303708969376,371.62239536247205,47.169573551720454,16.51361603859003,瑞达期货-20251020-20251107,['20251226']-['20260119']
190,688273,20260119,132.76843942499855,415.53247352692705,11.439158139555394,11.692374812634567,华纳药厂-20250409-20250512,['20251218']-['20260119']
225,002519,20260119,132.99553046800168,417.14021129871054,8.376086704772058,13.351602667392218,微芯生物-20250527-20250620,['20251223']-['20260119']
157,300782,20260119,133.38681151508348,377.40076235488266,44.68192520869975,16.905013115021934,瑞达期货-20251020-20251107,['20251226']-['20260119']
69,300045,20260119,133.4784107032176,397.478976824006,23.313610678296083,18.101586131317468,瑞达期货-20251020-20251107,['20251226']-['20260119']
73,601390,20260119,133.66923780313917,364.4652692427628,59.55169515300456,16.16037121102238,瑞达期货-20251020-20251107,['20251226']-['20260119']
35,600329,20260119,134.82338908456174,376.886968736336,50.5034631170491,16.515648821365527,瑞达期货-20251020-20251107,['20251226']-['20260119']
145,301315,20260119,135.40664809516855,413.93002367684323,17.482504952175283,14.957223766157506,中信证券-20240708-20240730,['20251224']-['20260119']
327,600678,20260119,135.57696457527902,398.71397431115025,16.4462911445258,27.57221234644048,瑞达期货-20251020-20251107,['20251226']-['20260119']
366,603017,20260119,136.10724095906636,412.72948630066577,25.11735237117341,11.882973393786477,光电股份-20250612-20250710,['20251218']-['20260119']
223,600343,20260119,136.79240379973305,430.563004743108,7.585324664284671,13.369762443788076,微芯生物-20250527-20250620,['20251223']-['20260119']
235,300228,20260119,138.4282189923398,410.6977552228809,35.93798662636832,11.093741093912582,航天发展-20251017-20251112,['20251222']-['20260119']
286,002278,20260119,138.63429436270138,435.95286255340744,7.288960137540306,14.154368888542686,航天发展-20251017-20251112,['20251222']-['20260119']
216,300003,20260119,139.10357520360108,379.7960179412346,64.20089703420687,14.761251777421622,瑞达期货-20251020-20251107,['20251226']-['20260119']
292,002324,20260119,139.45100853097028,438.96244364515445,14.940645723350196,8.20020430104727,微芯生物-20250527-20250620,['20251223']-['20260119']
38,301015,20260119,139.4855869294577,373.1293917617262,73.03515713785134,14.090555648961097,瑞达期货-20251020-20251107,['20251226']-['20260119']
378,301556,20260119,139.7178276971904,434.9831148433812,10.28471042799301,15.343700289445318,光电股份-20250612-20250710,['20251218']-['20260119']
391,002757,20260119,139.93496590079917,437.9335015718186,15.154691657508875,10.021269830002291,华纳药厂-20250409-20250512,['20251218']-['20260119']
100,603278,20260119,140.37474434939324,437.02686213962636,16.61080888316166,10.708607606392038,微芯生物-20250527-20250620,['20251223']-['20260119']
147,000528,20260119,144.67697035860098,431.14641234140123,28.955099552242984,16.6162919762693,瑞达期货-20251020-20251107,['20251226']-['20260119']
185,002701,20260119,145.14634474912032,434.05526998443787,29.08717884923521,15.509025247546004,瑞达期货-20251020-20251107,['20251226']-['20260119']
231,603918,20260119,147.23555449314873,426.90604631779223,44.589119211960096,14.467512085557576,航天发展-20251017-20251112,['20251222']-['20260119']
248,301293,20260119,147.99914636112084,468.14123459959956,5.1247671349155635,15.04836460191579,瑞达期货-20251020-20251107,['20251226']-['20260119']
18,002149,20260119,148.4719756259451,428.61334891255245,37.42731501248464,21.649441121084987,瑞达期货-20251020-20251107,['20251226']-['20260119']
13,002565,20260119,149.75194481483504,448.66305983127324,24.52760875604562,19.486860596598504,瑞达期货-20251020-20251107,['20251226']-['20260119']
109,600177,20260119,151.33953830843382,447.6508919258373,34.398636229124776,16.811699654862995,瑞达期货-20251020-20251107,['20251226']-['20260119']
266,688523,20260119,151.4335820091992,444.7795245227728,20.533075404261734,29.59950507772203,瑞达期货-20251020-20251107,['20251226']-['20260119']
84,605069,20260119,153.12397353310374,487.5312106860227,10.982259350993017,8.924831304997587,华纳药厂-20250409-20250512,['20251218']-['20260119']
175,301306,20260119,153.28629711295312,458.0090017838069,16.88920767540161,27.042085687976464,瑞达期货-20251020-20251107,['20251226']-['20260119']
219,603716,20260119,153.5536962928779,419.35532544520834,66.55947248643228,19.448142283464318,瑞达期货-20251020-20251107,['20251226']-['20260119']
322,603601,20260119,155.28782340306853,435.3000907582579,57.10949972641442,18.912365644167092,瑞达期货-20251020-20251107,['20251226']-['20260119']
365,300931,20260119,157.02602261906628,466.4548912864987,37.5705883768514,14.545946800153121,瑞达期货-20251020-20251107,['20251226']-['20260119']
76,002788,20260119,157.3522521046781,443.5760112457702,53.403594088121366,20.645926261276543,瑞达期货-20251020-20251107,['20251226']-['20260119']
104,300753,20260119,157.95127492318318,478.42480527386175,28.05195026598623,15.020620653071902,瑞达期货-20251020-20251107,['20251226']-['20260119']
124,300552,20260119,158.02427270588427,489.0856092089157,12.480904266278532,18.88579665831504,瑞达期货-20251020-20251107,['20251226']-['20260119']
252,601500,20260119,158.08367222496972,431.2766653371505,73.28148968498257,16.790564295824545,瑞达期货-20251020-20251107,['20251226']-['20260119']
238,300589,20260119,159.82274764195253,460.7340859710719,34.90654908278659,27.826392814487473,瑞达期货-20251020-20251107,['20251226']-['20260119']
399,002347,20260119,160.98838815997877,510.98571748885445,12.607722445039771,9.775890449526292,微芯生物-20250527-20250620,['20251223']-['20260119']
394,002151,20260119,161.46830348942402,516.4256758457925,7.709647110464799,10.569266506367008,微芯生物-20250527-20250620,['20251223']-['20260119']
316,002195,20260119,162.136475010644,512.3050301021703,8.15877802588275,14.993331430570242,华纳药厂-20250409-20250512,['20251218']-['20260119']
151,002471,20260119,162.3779643058082,516.1603881592049,8.764075710286487,12.251562862401972,微芯生物-20250527-20250620,['20251223']-['20260119']
43,002228,20260119,163.4029626078463,477.36291750060025,36.05646480555277,23.44286979000104,瑞达期货-20251020-20251107,['20251226']-['20260119']
315,301183,20260119,163.79734709234435,475.07326330422256,36.513173575538225,25.803540071040302,瑞达期货-20251020-20251107,['20251226']-['20260119']
144,000070,20260119,165.09945893375632,415.66910734874597,105.13600578736377,22.144812482308534,瑞达期货-20251020-20251107,['20251226']-['20260119']
64,002173,20260119,171.09241447330814,480.9103684808093,64.3561284641026,18.78116347458645,瑞达期货-20251020-20251107,['20251226']-['20260119']
159,002703,20260119,172.70561812864486,480.423484630402,64.50524465177625,23.067498359978433,瑞达期货-20251020-20251107,['20251226']-['20260119']
32,002177,20260119,173.2248567915391,542.2593787436412,13.890103766686671,15.950030096101917,瑞达期货-20251020-20251107,['20251226']-['20260119']
281,002735,20260119,173.3497556956495,478.2480150219865,78.81013906076528,15.580773677059943,瑞达期货-20251020-20251107,['20251226']-['20260119']
382,600865,20260119,176.7723398381768,550.729615025994,13.664199471665397,18.635488722197433,瑞达期货-20251020-20251107,['20251226']-['20260119']
33,300900,20260119,177.20866424414865,566.3354837136244,7.3978339609185895,12.721672354464374,微芯生物-20250527-20250620,['20251223']-['20260119']
29,002413,20260119,182.13016246328075,571.0085099138602,15.172301116877044,15.689797885149021,微芯生物-20250527-20250620,['20251223']-['20260119']
68,688788,20260119,182.434700950792,521.9845835228147,64.47154244978867,16.244657897527492,瑞达期货-20251020-20251107,['20251226']-['20260119']
326,601566,20260119,189.88216456727443,600.9053594055863,15.009407103605275,12.769336536292416,华纳药厂-20250409-20250512,['20251218']-['20260119']
373,000547,20260119,193.86841001214725,614.1534110336601,10.56057811123009,16.135533171700484,微芯生物-20250527-20250620,['20251223']-['20260119']
37,002759,20260119,196.86927359972336,614.3340637661295,5.686416468677309,27.15782382320333,华纳药厂-20250409-20250512,['20251218']-['20260119']
30,002361,20260119,199.63330157925859,609.9276433208452,28.608133308104463,20.18142147643422,瑞达期货-20251020-20251107,['20251226']-['20260119']
336,002792,20260119,208.64430418693763,630.8823362293888,36.703730064622626,20.921210746835534,瑞达期货-20251020-20251107,['20251226']-['20260119']
325,600693,20260119,216.8569619160617,629.3462119849722,55.06794460282919,28.831787349303212,瑞达期货-20251020-20251107,['20251226']-['20260119']
